Date,basin,SWSI
1990-01-01,Rio_Grande,-3.4
1990-01-01,San_Juan,-3.5
1990-02-01,Gunnison,-2.8
1990-02-01,Colorado,-2.6
1990-02-01,South_Platte,-0.5
1990-02-01,Yampa_White_N_Platte,-1.4
1990-02-01,Arkansas,-1.8
1990-02-01,Rio_Grande,-3.6
1990-02-01,San_Juan,-3.6
1990-03-01,Gunnison,-2.9
1990-03-01,Colorado,-2.6
1990-03-01,South_Platte,-1.6
1990-03-01,Yampa_White_N_Platte,-1.8
1990-03-01,Arkansas,-2.5
1990-03-01,Rio_Grande,-3.2
1990-03-01,San_Juan,-3.5
1990-04-01,Gunnison,-2.8
1990-04-01,Colorado,-1.9
1990-04-01,South_Platte,-0.5
1990-04-01,Yampa_White_N_Platte,-1.8
1990-04-01,Arkansas,-2.3
1990-04-01,Rio_Grande,-2.8
1990-04-01,San_Juan,-3.3
1990-05-01,Gunnison,-1.4
1990-05-01,Colorado,-1.7
1990-05-01,South_Platte,-0.8
1990-05-01,Yampa_White_N_Platte,-2.6
1990-05-01,Arkansas,-0.8
1990-05-01,Rio_Grande,-0.5
1990-05-01,San_Juan,-1.7
1990-06-01,Gunnison,-1.4
1990-06-01,Colorado,-2.5
1990-06-01,South_Platte,0.3
1990-06-01,Yampa_White_N_Platte,-3.8
1990-06-01,Arkansas,-0.7
1990-06-01,Rio_Grande,-1.7
1990-06-01,San_Juan,-2.1
1990-07-01,Gunnison,-1.9
1990-07-01,Colorado,-2.1
1990-07-01,South_Platte,0.3
1990-07-01,Yampa_White_N_Platte,-2.4
1990-07-01,Arkansas,0.6
1990-07-01,Rio_Grande,-0.5
1990-07-01,San_Juan,-2.7
1990-08-01,Gunnison,-1.4
1990-08-01,Colorado,-2.3
1990-08-01,South_Platte,1.4
1990-08-01,Yampa_White_N_Platte,-2.2
1990-08-01,Arkansas,0.9
1990-08-01,Rio_Grande,-0.7
1990-08-01,San_Juan,-1
1990-09-01,Gunnison,-2.6
1990-09-01,Colorado,-1.9
1990-09-01,South_Platte,2.1
1990-09-01,Yampa_White_N_Platte,-3.5
1990-09-01,Arkansas,0.5
1990-09-01,Rio_Grande,-0.4
1990-09-01,San_Juan,-0.7
1990-10-01,Gunnison,-1.9
1990-10-01,Colorado,-0.6
1990-10-01,South_Platte,2.1
1990-10-01,Yampa_White_N_Platte,-2.7
1990-10-01,Arkansas,-0.1
1990-10-01,Rio_Grande,0
1990-10-01,San_Juan,0.3
1990-11-01,Gunnison,-1.3
1990-11-01,Colorado,-0.6
1990-11-01,South_Platte,1.8
1990-11-01,Yampa_White_N_Platte,-1.8
1990-11-01,Arkansas,2.6
1990-11-01,Rio_Grande,2.8
1990-11-01,San_Juan,2.7
1990-12-01,Gunnison,0.8
1990-12-01,Colorado,-0.7
1990-12-01,South_Platte,-0.9
1990-12-01,Yampa_White_N_Platte,0.4
1990-12-01,Arkansas,1.4
1990-12-01,Rio_Grande,-0.1
1990-12-01,San_Juan,0.7
1991-01-01,Gunnison,0.2
1991-01-01,Colorado,-0.3
1991-01-01,South_Platte,-0.6
1991-01-01,Yampa_White_N_Platte,0.1
1991-01-01,Arkansas,2.6
1991-01-01,Rio_Grande,1.5
1991-01-01,San_Juan,0.2
1991-02-01,Gunnison,-0.2
1991-02-01,Colorado,-1.6
1991-02-01,South_Platte,-0.6
1991-02-01,Yampa_White_N_Platte,-1.1
1991-02-01,Arkansas,-0.9
1991-02-01,Rio_Grande,0.9
1991-02-01,San_Juan,-0.3
1991-03-01,Gunnison,-1.2
1991-03-01,Colorado,-2.1
1991-03-01,South_Platte,-1.3
1991-03-01,Yampa_White_N_Platte,-2.3
1991-03-01,Arkansas,-2.1
1991-03-01,Rio_Grande,-0.4
1991-03-01,San_Juan,-1.1
1991-04-01,Gunnison,0.9
1991-04-01,Colorado,-0.9
1991-04-01,South_Platte,-0.9
1991-04-01,Yampa_White_N_Platte,-0.7
1991-04-01,Arkansas,-1
1991-04-01,Rio_Grande,1.5
1991-04-01,San_Juan,-0.1
1991-05-01,Gunnison,1.4
1991-05-01,Colorado,0.3
1991-05-01,South_Platte,-0.7
1991-05-01,Yampa_White_N_Platte,0.6
1991-05-01,Arkansas,-0.6
1991-05-01,Rio_Grande,1.3
1991-05-01,San_Juan,-0.3
1991-06-01,Gunnison,1.1
1991-06-01,Colorado,-0.5
1991-06-01,South_Platte,0.7
1991-06-01,Yampa_White_N_Platte,-2.4
1991-06-01,Arkansas,0.2
1991-06-01,Rio_Grande,1.7
1991-06-01,San_Juan,0.4
1991-07-01,Gunnison,1.2
1991-07-01,Colorado,0.2
1991-07-01,South_Platte,1.7
1991-07-01,Yampa_White_N_Platte,0.1
1991-07-01,Arkansas,0.5
1991-07-01,Rio_Grande,0.1
1991-07-01,San_Juan,-0.4
1991-08-01,Gunnison,0.8
1991-08-01,Colorado,0.4
1991-08-01,South_Platte,1.4
1991-08-01,Yampa_White_N_Platte,0
1991-08-01,Arkansas,0.1
1991-08-01,Rio_Grande,-0.1
1991-08-01,San_Juan,-0.9
1991-09-01,Gunnison,-1.4
1991-09-01,Colorado,-0.7
1991-09-01,South_Platte,1.9
1991-09-01,Yampa_White_N_Platte,-2.2
1991-09-01,Arkansas,-0.4
1991-09-01,Rio_Grande,-1
1991-09-01,San_Juan,-1.5
1991-10-01,Gunnison,-1.5
1991-10-01,Colorado,1.3
1991-10-01,South_Platte,2.1
1991-10-01,Yampa_White_N_Platte,-0.7
1991-10-01,Arkansas,-0.3
1991-10-01,Rio_Grande,2.6
1991-10-01,San_Juan,3.2
1991-11-01,Gunnison,-1.4
1991-11-01,Colorado,-0.7
1991-11-01,South_Platte,1.9
1991-11-01,Yampa_White_N_Platte,-2.2
1991-11-01,Arkansas,-0.4
1991-11-01,Rio_Grande,-1
1991-11-01,San_Juan,-1.5
1991-12-01,Gunnison,3.1
1991-12-01,Colorado,2.3
1991-12-01,South_Platte,1.2
1991-12-01,Yampa_White_N_Platte,2.7
1991-12-01,Arkansas,3.1
1991-12-01,Rio_Grande,2.8
1991-12-01,San_Juan,3
1992-01-01,Gunnison,1.3
1992-01-01,Colorado,0.1
1992-01-01,South_Platte,0.5
1992-01-01,Yampa_White_N_Platte,-1
1992-01-01,Arkansas,2.1
1992-01-01,Rio_Grande,1.8
1992-01-01,San_Juan,1.6
1992-02-01,Gunnison,-1.3
1992-02-01,Colorado,-1.8
1992-02-01,South_Platte,-0.1
1992-02-01,Yampa_White_N_Platte,-2.4
1992-02-01,Arkansas,-0.1
1992-02-01,Rio_Grande,0.2
1992-02-01,San_Juan,-0.5
1992-03-01,Gunnison,-1.5
1992-03-01,Colorado,-2
1992-03-01,South_Platte,-0.3
1992-03-01,Yampa_White_N_Platte,-2.9
1992-03-01,Arkansas,-1.2
1992-03-01,Rio_Grande,0.6
1992-03-01,San_Juan,-0.4
1992-04-01,Gunnison,0.1
1992-04-01,Colorado,-1.5
1992-04-01,South_Platte,0.8
1992-04-01,Yampa_White_N_Platte,-3.3
1992-04-01,Arkansas,-1
1992-04-01,Rio_Grande,0.8
1992-04-01,San_Juan,0.4
1992-05-01,Gunnison,-1.3
1992-05-01,Colorado,-2.4
1992-05-01,South_Platte,0.9
1992-05-01,Yampa_White_N_Platte,-3.6
1992-05-01,Arkansas,-1.6
1992-05-01,Rio_Grande,0
1992-05-01,San_Juan,-0.5
1992-06-01,Gunnison,1
1992-06-01,Colorado,-0.4
1992-06-01,South_Platte,1.4
1992-06-01,Yampa_White_N_Platte,-1.6
1992-06-01,Arkansas,1.2
1992-06-01,Rio_Grande,-0.5
1992-06-01,San_Juan,1.8
1992-07-01,Gunnison,-1.4
1992-07-01,Colorado,-2.2
1992-07-01,South_Platte,1.8
1992-07-01,Yampa_White_N_Platte,-3.5
1992-07-01,Arkansas,0.1
1992-07-01,Rio_Grande,-1.6
1992-07-01,San_Juan,-0.6
1992-08-01,Gunnison,-0.6
1992-08-01,Colorado,-2
1992-08-01,South_Platte,1.4
1992-08-01,Yampa_White_N_Platte,-1.3
1992-08-01,Arkansas,-0.1
1992-08-01,Rio_Grande,-0.7
1992-08-01,San_Juan,0.3
1992-09-01,Gunnison,-0.8
1992-09-01,Colorado,-0.4
1992-09-01,South_Platte,2.7
1992-09-01,Yampa_White_N_Platte,-2.6
1992-09-01,Arkansas,1.4
1992-09-01,Rio_Grande,0.1
1992-09-01,San_Juan,1.2
1992-10-01,Gunnison,-1.8
1992-10-01,Colorado,-0.8
1992-10-01,South_Platte,1.9
1992-10-01,Yampa_White_N_Platte,-0.8
1992-10-01,Arkansas,1.1
1992-10-01,Rio_Grande,1
1992-10-01,San_Juan,1.9
1992-11-01,Gunnison,-0.7
1992-11-01,Colorado,-2.5
1992-11-01,South_Platte,1.8
1992-11-01,Yampa_White_N_Platte,-2.4
1992-11-01,Arkansas,0.5
1992-11-01,Rio_Grande,0.1
1992-11-01,San_Juan,-1.5
1992-12-01,Gunnison,2
1992-12-01,Colorado,1.5
1992-12-01,South_Platte,0.1
1992-12-01,Yampa_White_N_Platte,2.6
1992-12-01,Arkansas,0.7
1992-12-01,Rio_Grande,-0.9
1992-12-01,San_Juan,0.2
1993-01-01,Gunnison,0.9
1993-01-01,Colorado,0.3
1993-01-01,South_Platte,0
1993-01-01,Yampa_White_N_Platte,0
1993-01-01,Arkansas,0.1
1993-01-01,Rio_Grande,0.7
1993-01-01,San_Juan,0.1
1993-02-01,Gunnison,2
1993-02-01,Colorado,-0.3
1993-02-01,South_Platte,0
1993-02-01,Yampa_White_N_Platte,-0.3
1993-02-01,Arkansas,0
1993-02-01,Rio_Grande,2.4
1993-02-01,San_Juan,2.3
1993-03-01,Gunnison,3.1
1993-03-01,Colorado,2
1993-03-01,South_Platte,0.9
1993-03-01,Yampa_White_N_Platte,0.1
1993-03-01,Arkansas,2
1993-03-01,Rio_Grande,3.4
1993-03-01,San_Juan,3.6
1993-04-01,Gunnison,3.7
1993-04-01,Colorado,2.4
1993-04-01,South_Platte,1.2
1993-04-01,Yampa_White_N_Platte,-0.1
1993-04-01,Arkansas,1.5
1993-04-01,Rio_Grande,3.2
1993-04-01,San_Juan,2.9
1993-05-01,Gunnison,3.8
1993-05-01,Colorado,3.3
1993-05-01,South_Platte,2
1993-05-01,Yampa_White_N_Platte,1.5
1993-05-01,Arkansas,2.2
1993-05-01,Rio_Grande,3
1993-05-01,San_Juan,2.4
1993-06-01,Gunnison,3.5
1993-06-01,Colorado,2.7
1993-06-01,South_Platte,1.2
1993-06-01,Yampa_White_N_Platte,1.7
1993-06-01,Arkansas,2.9
1993-06-01,Rio_Grande,1.4
1993-06-01,San_Juan,3.5
1993-07-01,Gunnison,2.5
1993-07-01,Colorado,1.9
1993-07-01,South_Platte,2.4
1993-07-01,Yampa_White_N_Platte,2.2
1993-07-01,Arkansas,2.3
1993-07-01,Rio_Grande,1.3
1993-07-01,San_Juan,2.1
1993-08-01,Gunnison,1.7
1993-08-01,Colorado,2.6
1993-08-01,South_Platte,1.3
1993-08-01,Yampa_White_N_Platte,2
1993-08-01,Arkansas,2.2
1993-08-01,Rio_Grande,1.5
1993-08-01,San_Juan,1
1993-09-01,Gunnison,3.2
1993-09-01,Colorado,3.8
1993-09-01,South_Platte,2.8
1993-09-01,Yampa_White_N_Platte,1.4
1993-09-01,Arkansas,2.9
1993-09-01,Rio_Grande,2.9
1993-09-01,San_Juan,2.5
1993-10-01,Gunnison,1
1993-10-01,Colorado,2
1993-10-01,South_Platte,3.3
1993-10-01,Yampa_White_N_Platte,0.6
1993-10-01,Arkansas,2.2
1993-10-01,Rio_Grande,2.3
1993-10-01,San_Juan,1.9
1993-11-01,Gunnison,1
1993-11-01,Colorado,2.1
1993-11-01,South_Platte,3
1993-11-01,Yampa_White_N_Platte,0.9
1993-11-01,Arkansas,2.3
1993-11-01,Rio_Grande,-0.3
1993-11-01,San_Juan,-0.3
1993-12-01,Gunnison,1
1993-12-01,Colorado,2.4
1993-12-01,South_Platte,2.6
1993-12-01,Yampa_White_N_Platte,2.9
1993-12-01,Arkansas,2.1
1993-12-01,Rio_Grande,-0.2
1993-12-01,San_Juan,0.1
1994-01-01,Gunnison,-0.9
1994-01-01,Colorado,1.3
1994-01-01,South_Platte,1.8
1994-01-01,Yampa_White_N_Platte,0
1994-01-01,Arkansas,0
1994-01-01,Rio_Grande,-1.2
1994-01-01,San_Juan,-1.8
1994-02-01,Gunnison,-1.9
1994-02-01,Colorado,-0.1
1994-02-01,South_Platte,1.8
1994-02-01,Yampa_White_N_Platte,-1.3
1994-02-01,Arkansas,-0.7
1994-02-01,Rio_Grande,-1.9
1994-02-01,San_Juan,-2.6
1994-03-01,Gunnison,-1.8
1994-03-01,Colorado,0.2
1994-03-01,South_Platte,1.9
1994-03-01,Yampa_White_N_Platte,-1.7
1994-03-01,Arkansas,-0.8
1994-03-01,Rio_Grande,-0.3
1994-03-01,San_Juan,-1.3
1994-04-01,Gunnison,-1.3
1994-04-01,Colorado,-0.6
1994-04-01,South_Platte,-1.4
1994-04-01,Yampa_White_N_Platte,-2.7
1994-04-01,Arkansas,-1.6
1994-04-01,Rio_Grande,-0.1
1994-04-01,San_Juan,-1.7
1994-05-01,Gunnison,0.1
1994-05-01,Colorado,0
1994-05-01,South_Platte,2.7
1994-05-01,Yampa_White_N_Platte,-1.5
1994-05-01,Arkansas,0.3
1994-05-01,Rio_Grande,1.7
1994-05-01,San_Juan,-0.3
1994-06-01,Gunnison,0.7
1994-06-01,Colorado,-0.4
1994-06-01,South_Platte,2.6
1994-06-01,Yampa_White_N_Platte,-2.9
1994-06-01,Arkansas,2.4
1994-06-01,Rio_Grande,1.5
1994-06-01,San_Juan,0.3
1994-07-01,Gunnison,0.1
1994-07-01,Colorado,-1.8
1994-07-01,South_Platte,2.2
1994-07-01,Yampa_White_N_Platte,-3.8
1994-07-01,Arkansas,1.7
1994-07-01,Rio_Grande,0.6
1994-07-01,San_Juan,0.2
1994-08-01,Gunnison,-2
1994-08-01,Colorado,-3
1994-08-01,South_Platte,0.2
1994-08-01,Yampa_White_N_Platte,-3.7
1994-08-01,Arkansas,-0.7
1994-08-01,Rio_Grande,-1.5
1994-08-01,San_Juan,-2.4
1994-09-01,Gunnison,-2.5
1994-09-01,Colorado,-2.3
1994-09-01,South_Platte,1.8
1994-09-01,Yampa_White_N_Platte,-3.6
1994-09-01,Arkansas,-0.3
1994-09-01,Rio_Grande,-1.9
1994-09-01,San_Juan,-2.5
1994-10-01,Gunnison,-1.6
1994-10-01,Colorado,-1.5
1994-10-01,South_Platte,1.8
1994-10-01,Yampa_White_N_Platte,-2.8
1994-10-01,Arkansas,-0.4
1994-10-01,Rio_Grande,0.9
1994-10-01,San_Juan,1.2
1994-11-01,Gunnison,0.8
1994-11-01,Colorado,-1.4
1994-11-01,South_Platte,1.9
1994-11-01,Yampa_White_N_Platte,-3
1994-11-01,Arkansas,2
1994-11-01,Rio_Grande,1.6
1994-11-01,San_Juan,1.4
1994-12-01,Gunnison,2.3
1994-12-01,Colorado,0.9
1994-12-01,South_Platte,0
1994-12-01,Yampa_White_N_Platte,0.8
1994-12-01,Arkansas,2.1
1994-12-01,Rio_Grande,3.1
1994-12-01,San_Juan,3.3
1995-01-01,Gunnison,1.7
1995-01-01,Colorado,-0.8
1995-01-01,South_Platte,-0.6
1995-01-01,Yampa_White_N_Platte,-0.9
1995-01-01,Arkansas,-0.7
1995-01-01,Rio_Grande,2
1995-01-01,San_Juan,1.6
1995-02-01,Gunnison,-0.1
1995-02-01,Colorado,-1.6
1995-02-01,South_Platte,-0.7
1995-02-01,Yampa_White_N_Platte,-1.9
1995-02-01,Arkansas,-0.9
1995-02-01,Rio_Grande,2.3
1995-02-01,San_Juan,1.3
1995-03-01,Gunnison,1.8
1995-03-01,Colorado,1.1
1995-03-01,South_Platte,0.6
1995-03-01,Yampa_White_N_Platte,0
1995-03-01,Arkansas,0.9
1995-03-01,Rio_Grande,3.1
1995-03-01,San_Juan,2.2
1995-04-01,Gunnison,2.9
1995-04-01,Colorado,1.5
1995-04-01,South_Platte,-0.1
1995-04-01,Yampa_White_N_Platte,-0.7
1995-04-01,Arkansas,1.9
1995-04-01,Rio_Grande,3.2
1995-04-01,San_Juan,2.6
1995-05-01,Gunnison,3.6
1995-05-01,Colorado,2.6
1995-05-01,South_Platte,0.8
1995-05-01,Yampa_White_N_Platte,-0.4
1995-05-01,Arkansas,3.2
1995-05-01,Rio_Grande,3.4
1995-05-01,San_Juan,2.4
1995-06-01,Gunnison,1.6
1995-06-01,Colorado,-1.5
1995-06-01,South_Platte,3.2
1995-06-01,Yampa_White_N_Platte,-2.3
1995-06-01,Arkansas,2.5
1995-06-01,Rio_Grande,-1.4
1995-06-01,San_Juan,-1.5
1995-07-01,Gunnison,3.8
1995-07-01,Colorado,2.7
1995-07-01,South_Platte,3.9
1995-07-01,Yampa_White_N_Platte,2.9
1995-07-01,Arkansas,1.2
1995-07-01,Rio_Grande,2.7
1995-07-01,San_Juan,2.9
1995-08-01,Gunnison,3
1995-08-01,Colorado,3.5
1995-08-01,South_Platte,3.4
1995-08-01,Yampa_White_N_Platte,3.7
1995-08-01,Arkansas,3.5
1995-08-01,Rio_Grande,3.5
1995-08-01,San_Juan,3.5
1995-09-01,Gunnison,3.4
1995-09-01,Colorado,3.8
1995-09-01,South_Platte,3.1
1995-09-01,Yampa_White_N_Platte,1.6
1995-09-01,Arkansas,2.8
1995-09-01,Rio_Grande,2.7
1995-09-01,San_Juan,3.3
1995-10-01,Gunnison,3.2
1995-10-01,Colorado,3.3
1995-10-01,South_Platte,3.8
1995-10-01,Yampa_White_N_Platte,1.4
1995-10-01,Arkansas,3.6
1995-10-01,Rio_Grande,2.1
1995-10-01,San_Juan,1.4
1995-11-01,Gunnison,3
1995-11-01,Colorado,2.5
1995-11-01,South_Platte,3.3
1995-11-01,Yampa_White_N_Platte,2.6
1995-11-01,Arkansas,2.7
1995-11-01,Rio_Grande,0.6
1995-11-01,San_Juan,0.1
1995-12-01,Gunnison,-2.8
1995-12-01,Colorado,2.3
1995-12-01,South_Platte,2.9
1995-12-01,Yampa_White_N_Platte,1.7
1995-12-01,Arkansas,0.8
1995-12-01,Rio_Grande,-3.7
1995-12-01,San_Juan,-3.2
1996-01-01,Gunnison,-2.3
1996-01-01,Colorado,1.7
1996-01-01,South_Platte,2.9
1996-01-01,Yampa_White_N_Platte,-0.7
1996-01-01,Arkansas,-0.5
1996-01-01,Rio_Grande,-3.5
1996-01-01,San_Juan,-2.7
1996-02-01,Gunnison,0.8
1996-02-01,Colorado,2.4
1996-02-01,South_Platte,3.5
1996-02-01,Yampa_White_N_Platte,2.8
1996-02-01,Arkansas,2.5
1996-02-01,Rio_Grande,-2.4
1996-02-01,San_Juan,-1.9
1996-03-01,Gunnison,1.7
1996-03-01,Colorado,1.9
1996-03-01,South_Platte,3.8
1996-03-01,Yampa_White_N_Platte,2.7
1996-03-01,Arkansas,2.4
1996-03-01,Rio_Grande,-1.7
1996-03-01,San_Juan,-1.7
1996-04-01,Gunnison,2.8
1996-04-01,Colorado,2.2
1996-04-01,South_Platte,3.6
1996-04-01,Yampa_White_N_Platte,3.4
1996-04-01,Arkansas,2.2
1996-04-01,Rio_Grande,-1.2
1996-04-01,San_Juan,-1.9
1996-05-01,Gunnison,1.7
1996-05-01,Colorado,1.1
1996-05-01,South_Platte,3.3
1996-05-01,Yampa_White_N_Platte,1.8
1996-05-01,Arkansas,1.9
1996-05-01,Rio_Grande,-2.2
1996-05-01,San_Juan,-2
1996-06-01,Gunnison,2.8
1996-06-01,Colorado,3.3
1996-06-01,South_Platte,3
1996-06-01,Yampa_White_N_Platte,2.8
1996-06-01,Arkansas,3.5
1996-06-01,Rio_Grande,-0.1
1996-06-01,San_Juan,0.2
1996-07-01,Gunnison,0.9
1996-07-01,Colorado,1.8
1996-07-01,South_Platte,3.2
1996-07-01,Yampa_White_N_Platte,1
1996-07-01,Arkansas,2.8
1996-07-01,Rio_Grande,-2.8
1996-07-01,San_Juan,-2.8
1996-08-01,Gunnison,-0.6
1996-08-01,Colorado,-0.9
1996-08-01,South_Platte,2.6
1996-08-01,Yampa_White_N_Platte,1
1996-08-01,Arkansas,0.8
1996-08-01,Rio_Grande,-2.5
1996-08-01,San_Juan,-2.6
1996-09-01,Gunnison,-0.7
1996-09-01,Colorado,-0.1
1996-09-01,South_Platte,2.8
1996-09-01,Yampa_White_N_Platte,-1.4
1996-09-01,Arkansas,-0.5
1996-09-01,Rio_Grande,-2.2
1996-09-01,San_Juan,-3.5
1996-10-01,Gunnison,0.5
1996-10-01,Colorado,2
1996-10-01,South_Platte,3.9
1996-10-01,Yampa_White_N_Platte,0.2
1996-10-01,Arkansas,0.6
1996-10-01,Rio_Grande,-1.6
1996-10-01,San_Juan,-1.3
1996-11-01,Gunnison,1.7
1996-11-01,Colorado,1.9
1996-11-01,South_Platte,3
1996-11-01,Yampa_White_N_Platte,0.3
1996-11-01,Arkansas,1.6
1996-11-01,Rio_Grande,0
1996-11-01,San_Juan,1.8
1996-12-01,Gunnison,2.9
1996-12-01,Colorado,2.6
1996-12-01,South_Platte,1.5
1996-12-01,Yampa_White_N_Platte,3.4
1996-12-01,Arkansas,1.6
1996-12-01,Rio_Grande,3.1
1996-12-01,San_Juan,3.2
1997-01-01,Gunnison,3.7
1997-01-01,Colorado,3.3
1997-01-01,South_Platte,2.6
1997-01-01,Yampa_White_N_Platte,3.1
1997-01-01,Arkansas,2.9
1997-01-01,Rio_Grande,2
1997-01-01,San_Juan,2.3
1997-02-01,Gunnison,3.8
1997-02-01,Colorado,3.3
1997-02-01,South_Platte,3
1997-02-01,Yampa_White_N_Platte,3.9
1997-02-01,Arkansas,3.3
1997-02-01,Rio_Grande,3.1
1997-02-01,San_Juan,3.4
1997-03-01,Gunnison,3.9
1997-03-01,Colorado,3.5
1997-03-01,South_Platte,3.2
1997-03-01,Yampa_White_N_Platte,3.8
1997-03-01,Arkansas,3.3
1997-03-01,Rio_Grande,3.5
1997-03-01,San_Juan,3.5
1997-04-01,Gunnison,3.6
1997-04-01,Colorado,2.7
1997-04-01,South_Platte,3
1997-04-01,Yampa_White_N_Platte,3.2
1997-04-01,Arkansas,2.6
1997-04-01,Rio_Grande,2.9
1997-04-01,San_Juan,2.9
1997-05-01,Gunnison,3.3
1997-05-01,Colorado,3.3
1997-05-01,South_Platte,3.2
1997-05-01,Yampa_White_N_Platte,3.3
1997-05-01,Arkansas,3.2
1997-05-01,Rio_Grande,2.8
1997-05-01,San_Juan,2.6
1997-06-01,Gunnison,2.8
1997-06-01,Colorado,3.2
1997-06-01,South_Platte,2.6
1997-06-01,Yampa_White_N_Platte,3.3
1997-06-01,Arkansas,2.5
1997-06-01,Rio_Grande,2.1
1997-06-01,San_Juan,2.6
1997-07-01,Gunnison,3.6
1997-07-01,Colorado,2.9
1997-07-01,South_Platte,3.7
1997-07-01,Yampa_White_N_Platte,2.9
1997-07-01,Arkansas,3.6
1997-07-01,Rio_Grande,2.3
1997-07-01,San_Juan,2.5
1997-08-01,Gunnison,2.3
1997-08-01,Colorado,1.6
1997-08-01,South_Platte,2.5
1997-08-01,Yampa_White_N_Platte,2.1
1997-08-01,Arkansas,2
1997-08-01,Rio_Grande,2.3
1997-08-01,San_Juan,2.6
1997-09-01,Gunnison,2.9
1997-09-01,Colorado,3.3
1997-09-01,South_Platte,4
1997-09-01,Yampa_White_N_Platte,3.8
1997-09-01,Arkansas,2.9
1997-09-01,Rio_Grande,2.6
1997-09-01,San_Juan,3.7
1997-10-01,Gunnison,2.7
1997-10-01,Colorado,3.7
1997-10-01,South_Platte,3.9
1997-10-01,Yampa_White_N_Platte,4.2
1997-10-01,Arkansas,2.3
1997-10-01,Rio_Grande,3.6
1997-10-01,San_Juan,3.8
1997-11-01,Gunnison,2.8
1997-11-01,Colorado,3.8
1997-11-01,South_Platte,3.9
1997-11-01,Yampa_White_N_Platte,3.8
1997-11-01,Arkansas,2.5
1997-11-01,Rio_Grande,3.7
1997-11-01,San_Juan,3.2
1997-12-01,Gunnison,1.2
1997-12-01,Colorado,1.8
1997-12-01,South_Platte,2
1997-12-01,Yampa_White_N_Platte,-0.6
1997-12-01,Arkansas,2.6
1997-12-01,Rio_Grande,0.1
1997-12-01,San_Juan,-0.7
1998-01-01,Gunnison,-0.4
1998-01-01,Colorado,0.1
1998-01-01,South_Platte,3
1998-01-01,Yampa_White_N_Platte,-2.9
1998-01-01,Arkansas,0.8
1998-01-01,Rio_Grande,-0.9
1998-01-01,San_Juan,-0.3
1998-02-01,Gunnison,-0.3
1998-02-01,Colorado,-0.1
1998-02-01,South_Platte,2.3
1998-02-01,Yampa_White_N_Platte,-2
1998-02-01,Arkansas,0.2
1998-02-01,Rio_Grande,-1
1998-02-01,San_Juan,-1.7
1998-03-01,Gunnison,-0.8
1998-03-01,Colorado,-0.3
1998-03-01,South_Platte,2.1
1998-03-01,Yampa_White_N_Platte,-2.2
1998-03-01,Arkansas,-0.8
1998-03-01,Rio_Grande,-0.8
1998-03-01,San_Juan,-1.5
1998-04-01,Gunnison,1.2
1998-04-01,Colorado,-0.5
1998-04-01,South_Platte,2.1
1998-04-01,Yampa_White_N_Platte,-2.4
1998-04-01,Arkansas,1.1
1998-04-01,Rio_Grande,0.5
1998-04-01,San_Juan,-0.5
1998-05-01,Gunnison,2
1998-05-01,Colorado,0.1
1998-05-01,South_Platte,2.2
1998-05-01,Yampa_White_N_Platte,-1.6
1998-05-01,Arkansas,0.1
1998-05-01,Rio_Grande,1.7
1998-05-01,San_Juan,0.1
1998-06-01,Gunnison,0.6
1998-06-01,Colorado,1.1
1998-06-01,South_Platte,3.2
1998-06-01,Yampa_White_N_Platte,2.2
1998-06-01,Arkansas,-0.7
1998-06-01,Rio_Grande,0.5
1998-06-01,San_Juan,0.9
1998-07-01,Gunnison,-1
1998-07-01,Colorado,-1.6
1998-07-01,South_Platte,2.5
1998-07-01,Yampa_White_N_Platte,1
1998-07-01,Arkansas,0.1
1998-07-01,Rio_Grande,-1
1998-07-01,San_Juan,-0.7
1998-08-01,Gunnison,0.5
1998-08-01,Colorado,0.9
1998-08-01,South_Platte,3
1998-08-01,Yampa_White_N_Platte,2.4
1998-08-01,Arkansas,1.1
1998-08-01,Rio_Grande,-0.3
1998-08-01,San_Juan,1.1
