Date,basin,SWSI
1998-09-01,Gunnison,-1.4
1998-09-01,Colorado,3.2
1998-09-01,South_Platte,3.4
1998-09-01,Yampa_White_N_Platte,2.7
1998-09-01,Arkansas,1.3
1998-09-01,Rio_Grande,-0.1
1998-09-01,San_Juan,0.1
1998-10-01,Gunnison,0.9
1998-10-01,Colorado,1.7
1998-10-01,South_Platte,2.9
1998-10-01,Yampa_White_N_Platte,1.8
1998-10-01,Arkansas,0.4
1998-10-01,Rio_Grande,0.4
1998-10-01,San_Juan,-0.4
1998-11-01,Gunnison,0.5
1998-11-01,Colorado,1.9
1998-11-01,South_Platte,3.2
1998-11-01,Yampa_White_N_Platte,2.8
1998-11-01,Arkansas,1.8
1998-11-01,Rio_Grande,1.2
1998-11-01,San_Juan,0.5
1998-12-01,Gunnison,1.1
1998-12-01,Colorado,0.2
1998-12-01,South_Platte,-2.2
1998-12-01,Yampa_White_N_Platte,-1.8
1998-12-01,Arkansas,0.4
1998-12-01,Rio_Grande,3
1998-12-01,San_Juan,2.8
1999-01-01,Gunnison,-0.9
1999-01-01,Colorado,-0.6
1999-01-01,South_Platte,1
1999-01-01,Yampa_White_N_Platte,-3.4
1999-01-01,Arkansas,-1.1
1999-01-01,Rio_Grande,1.5
1999-01-01,San_Juan,-0.9
1999-02-01,Gunnison,0.3
1999-02-01,Colorado,-0.4
1999-02-01,South_Platte,1.6
1999-02-01,Yampa_White_N_Platte,-2.4
1999-02-01,Arkansas,0.6
1999-02-01,Rio_Grande,0.9
1999-02-01,San_Juan,0.4
1999-03-01,Gunnison,-0.2
1999-03-01,Colorado,0
1999-03-01,South_Platte,1.7
1999-03-01,Yampa_White_N_Platte,-0.1
1999-03-01,Arkansas,0.2
1999-03-01,Rio_Grande,0.5
1999-03-01,San_Juan,0
1999-04-01,Gunnison,-1.2
1999-04-01,Colorado,-0.7
1999-04-01,South_Platte,0.9
1999-04-01,Yampa_White_N_Platte,-2.1
1999-04-01,Arkansas,-1.1
1999-04-01,Rio_Grande,-1.6
1999-04-01,San_Juan,-1.6
1999-05-01,Gunnison,1.1
1999-05-01,Colorado,1
1999-05-01,South_Platte,2.4
1999-05-01,Yampa_White_N_Platte,-0.3
1999-05-01,Arkansas,1.1
1999-05-01,Rio_Grande,1.2
1999-05-01,San_Juan,0.4
1999-06-01,Gunnison,0.7
1999-06-01,Colorado,-0.6
1999-06-01,South_Platte,3.7
1999-06-01,Yampa_White_N_Platte,-0.6
1999-06-01,Arkansas,0.7
1999-06-01,Rio_Grande,0.3
1999-06-01,San_Juan,0.4
1999-07-01,Gunnison,1.6
1999-07-01,Colorado,1.2
1999-07-01,South_Platte,3.5
1999-07-01,Yampa_White_N_Platte,0.8
1999-07-01,Arkansas,2.5
1999-07-01,Rio_Grande,1.9
1999-07-01,San_Juan,1.5
1999-08-01,Gunnison,1.9
1999-08-01,Colorado,1.5
1999-08-01,South_Platte,3
1999-08-01,Yampa_White_N_Platte,0.4
1999-08-01,Arkansas,2
1999-08-01,Rio_Grande,2.5
1999-08-01,San_Juan,2.8
1999-09-01,Gunnison,1.9
1999-09-01,Colorado,2.9
1999-09-01,South_Platte,3.8
1999-09-01,Yampa_White_N_Platte,1.6
1999-09-01,Arkansas,3.2
1999-09-01,Rio_Grande,3.3
1999-09-01,San_Juan,3.5
1999-10-01,Gunnison,1.8
1999-10-01,Colorado,2.8
1999-10-01,South_Platte,3.6
1999-10-01,Yampa_White_N_Platte,1
1999-10-01,Arkansas,2.5
1999-10-01,Rio_Grande,2.4
1999-10-01,San_Juan,3.7
1999-11-01,Gunnison,1.5
1999-11-01,Colorado,2.6
1999-11-01,South_Platte,3.5
1999-11-01,Yampa_White_N_Platte,0
1999-11-01,Arkansas,2.1
1999-11-01,Rio_Grande,2
1999-11-01,San_Juan,0.8
1999-12-01,Gunnison,-3.7
1999-12-01,Colorado,-3.1
1999-12-01,South_Platte,0.8
1999-12-01,Yampa_White_N_Platte,-3.5
1999-12-01,Arkansas,-2.7
1999-12-01,Rio_Grande,-3.7
1999-12-01,San_Juan,-3.3
2000-01-01,Gunnison,-3.3
2000-01-01,Colorado,-2.1
2000-01-01,South_Platte,0.9
2000-01-01,Yampa_White_N_Platte,-2.5
2000-01-01,Arkansas,-2.6
2000-01-01,Rio_Grande,-3.7
2000-01-01,San_Juan,-3.3
2000-02-01,Gunnison,-2.3
2000-02-01,Colorado,-1.1
2000-02-01,South_Platte,1.1
2000-02-01,Yampa_White_N_Platte,-0.6
2000-02-01,Arkansas,-1.1
2000-02-01,Rio_Grande,-3.5
2000-02-01,San_Juan,-2.9
2000-03-01,Gunnison,-1.8
2000-03-01,Colorado,-0.9
2000-03-01,South_Platte,1.6
2000-03-01,Yampa_White_N_Platte,-0.7
2000-03-01,Arkansas,-1.2
2000-03-01,Rio_Grande,-2.7
2000-03-01,San_Juan,-2.5
2000-04-01,Gunnison,-0.3
2000-04-01,Colorado,-0.3
2000-04-01,South_Platte,2
2000-04-01,Yampa_White_N_Platte,-0.6
2000-04-01,Arkansas,-0.3
2000-04-01,Rio_Grande,-1.4
2000-04-01,San_Juan,-1.4
2000-05-01,Gunnison,1.1
2000-05-01,Colorado,1
2000-05-01,South_Platte,2.4
2000-05-01,Yampa_White_N_Platte,-0.3
2000-05-01,Arkansas,1.1
2000-05-01,Rio_Grande,1.2
2000-05-01,San_Juan,0.4
2000-06-01,Gunnison,1
2000-06-01,Colorado,-0.2
2000-06-01,South_Platte,1.3
2000-06-01,Yampa_White_N_Platte,1.1
2000-06-01,Arkansas,2.2
2000-06-01,Rio_Grande,-1.9
2000-06-01,San_Juan,0.2
2000-07-01,Gunnison,-1.4
2000-07-01,Colorado,-0.9
2000-07-01,South_Platte,1.5
2000-07-01,Yampa_White_N_Platte,-2.6
2000-07-01,Arkansas,0.9
2000-07-01,Rio_Grande,-3.1
2000-07-01,San_Juan,-1.7
2000-08-01,Gunnison,-1.7
2000-08-01,Colorado,-2.2
2000-08-01,South_Platte,1.6
2000-08-01,Yampa_White_N_Platte,-2.8
2000-08-01,Arkansas,0.2
2000-08-01,Rio_Grande,-3.4
2000-08-01,San_Juan,-3.2
2000-09-01,Gunnison,-2.2
2000-09-01,Colorado,-0.6
2000-09-01,South_Platte,1.9
2000-09-01,Yampa_White_N_Platte,-2.2
2000-09-01,Arkansas,0.2
2000-09-01,Rio_Grande,-2.3
2000-09-01,San_Juan,-2.7
2000-10-01,Gunnison,-2
2000-10-01,Colorado,0.8
2000-10-01,South_Platte,2.5
2000-10-01,Yampa_White_N_Platte,0.8
2000-10-01,Arkansas,0.1
2000-10-01,Rio_Grande,-2.4
2000-10-01,San_Juan,-1.6
2000-11-01,Gunnison,-1.7
2000-11-01,Colorado,-0.3
2000-11-01,South_Platte,-1.4
2000-11-01,Yampa_White_N_Platte,-1
2000-11-01,Arkansas,0.4
2000-11-01,Rio_Grande,-1
2000-11-01,San_Juan,-0.6
2000-12-01,Gunnison,-1.8
2000-12-01,Colorado,-1.8
2000-12-01,South_Platte,-1.7
2000-12-01,Yampa_White_N_Platte,-1.4
2000-12-01,Arkansas,-1.8
2000-12-01,Rio_Grande,1.4
2000-12-01,San_Juan,0.5
2001-01-01,Gunnison,-1.3
2001-01-01,Colorado,-0.5
2001-01-01,South_Platte,-0.8
2001-01-01,Yampa_White_N_Platte,0.5
2001-01-01,Arkansas,-1
2001-01-01,Rio_Grande,1
2001-01-01,San_Juan,-0.6
2001-02-01,Gunnison,-1.8
2001-02-01,Colorado,-2.3
2001-02-01,South_Platte,-0.9
2001-02-01,Yampa_White_N_Platte,-2
2001-02-01,Arkansas,-1.5
2001-02-01,Rio_Grande,0.8
2001-02-01,San_Juan,-0.6
2001-03-01,Gunnison,-1.6
2001-03-01,Colorado,-2.2
2001-03-01,South_Platte,-1
2001-03-01,Yampa_White_N_Platte,-2.5
2001-03-01,Arkansas,-1.6
2001-03-01,Rio_Grande,1.3
2001-03-01,San_Juan,1.7
2001-04-01,Gunnison,-1.6
2001-04-01,Colorado,-1.8
2001-04-01,South_Platte,-0.2
2001-04-01,Yampa_White_N_Platte,-3
2001-04-01,Arkansas,-2
2001-04-01,Rio_Grande,1.4
2001-04-01,San_Juan,-0.3
2001-05-01,Gunnison,-1.5
2001-05-01,Colorado,-1.7
2001-05-01,South_Platte,0.1
2001-05-01,Yampa_White_N_Platte,-2.8
2001-05-01,Arkansas,-1.6
2001-05-01,Rio_Grande,0.9
2001-05-01,San_Juan,-0.2
2001-06-01,Gunnison,0.9
2001-06-01,Colorado,-0.9
2001-06-01,South_Platte,2.3
2001-06-01,Yampa_White_N_Platte,-0.9
2001-06-01,Arkansas,2.7
2001-06-01,Rio_Grande,3
2001-06-01,San_Juan,2.8
2001-07-01,Gunnison,-1.4
2001-07-01,Colorado,-3
2001-07-01,South_Platte,0.6
2001-07-01,Yampa_White_N_Platte,-3.3
2001-07-01,Arkansas,0.1
2001-07-01,Rio_Grande,-1.6
2001-07-01,San_Juan,-1
2001-08-01,Gunnison,-1.2
2001-08-01,Colorado,-2.7
2001-08-01,South_Platte,1.6
2001-08-01,Yampa_White_N_Platte,-2.2
2001-08-01,Arkansas,0.3
2001-08-01,Rio_Grande,0.1
2001-08-01,San_Juan,-0.7
2001-09-01,Gunnison,-1.7
2001-09-01,Colorado,-0.6
2001-09-01,South_Platte,0.9
2001-09-01,Yampa_White_N_Platte,-1.4
2001-09-01,Arkansas,0.2
2001-09-01,Rio_Grande,0.5
2001-09-01,San_Juan,1.3
2001-10-01,Gunnison,-2.5
2001-10-01,Colorado,-0.9
2001-10-01,South_Platte,1.5
2001-10-01,Yampa_White_N_Platte,-2.3
2001-10-01,Arkansas,-0.1
2001-10-01,Rio_Grande,-0.5
2001-10-01,San_Juan,-1.1
2001-11-01,Gunnison,-2.2
2001-11-01,Colorado,-1.3
2001-11-01,South_Platte,0.4
2001-11-01,Yampa_White_N_Platte,-1.7
2001-11-01,Arkansas,-0.5
2001-11-01,Rio_Grande,-1.9
2001-11-01,San_Juan,-2.6
2001-12-01,Gunnison,-1.2
2001-12-01,Colorado,-1.8
2001-12-01,South_Platte,-2.4
2001-12-01,Yampa_White_N_Platte,-1.8
2001-12-01,Arkansas,-2
2001-12-01,Rio_Grande,-2.8
2001-12-01,San_Juan,-1.1
2002-01-01,Gunnison,-1.5
2002-01-01,Colorado,-2.2
2002-01-01,South_Platte,-1.6
2002-01-01,Yampa_White_N_Platte,-2.5
2002-01-01,Arkansas,-2
2002-01-01,Rio_Grande,-2.1
2002-01-01,San_Juan,-1.6
2002-02-01,Gunnison,-2.3
2002-02-01,Colorado,-2.6
2002-02-01,South_Platte,-1.9
2002-02-01,Yampa_White_N_Platte,-2.8
2002-02-01,Arkansas,-2.2
2002-02-01,Rio_Grande,-2.7
2002-02-01,San_Juan,-2.6
2002-03-01,Gunnison,-2.7
2002-03-01,Colorado,-2.8
2002-03-01,South_Platte,-2
2002-03-01,Yampa_White_N_Platte,-3.2
2002-03-01,Arkansas,-2.5
2002-03-01,Rio_Grande,-3.1
2002-03-01,San_Juan,-3.1
2002-04-01,Gunnison,-2.8
2002-04-01,Colorado,-2.6
2002-04-01,South_Platte,-1.9
2002-04-01,Yampa_White_N_Platte,-3.5
2002-04-01,Arkansas,-2.8
2002-04-01,Rio_Grande,-3.1
2002-04-01,San_Juan,-3.5
2002-05-01,Gunnison,-3.1
2002-05-01,Colorado,-3
2002-05-01,South_Platte,-2.5
2002-05-01,Yampa_White_N_Platte,-3.9
2002-05-01,Arkansas,-2.9
2002-05-01,Rio_Grande,-3.6
2002-05-01,San_Juan,-3.7
2002-06-01,Gunnison,-2.5
2002-06-01,Colorado,-3.7
2002-06-01,South_Platte,-1.5
2002-06-01,Yampa_White_N_Platte,-4
2002-06-01,Arkansas,-1.5
2002-06-01,Rio_Grande,-3.7
2002-06-01,San_Juan,-4.1
2002-07-01,Gunnison,-3.9
2002-07-01,Colorado,-4.1
2002-07-01,South_Platte,-3.2
2002-07-01,Yampa_White_N_Platte,-4.1
2002-07-01,Arkansas,-1.7
2002-07-01,Rio_Grande,-3.9
2002-07-01,San_Juan,-4.1
2002-08-01,Gunnison,-3.5
2002-08-01,Colorado,-3.8
2002-08-01,South_Platte,-2.9
2002-08-01,Yampa_White_N_Platte,-3.6
2002-08-01,Arkansas,-1.4
2002-08-01,Rio_Grande,-3.8
2002-08-01,San_Juan,-4.1
2002-09-01,Gunnison,-3.8
2002-09-01,Colorado,-3.8
2002-09-01,South_Platte,-3.2
2002-09-01,Yampa_White_N_Platte,-3.8
2002-09-01,Arkansas,-1.9
2002-09-01,Rio_Grande,-3.6
2002-09-01,San_Juan,-4.1
2002-10-01,Gunnison,-2.9
2002-10-01,Colorado,-3.4
2002-10-01,South_Platte,-2.6
2002-10-01,Yampa_White_N_Platte,-3
2002-10-01,Arkansas,-1
2002-10-01,Rio_Grande,-3.2
2002-10-01,San_Juan,-2.2
2002-11-01,Gunnison,-2.8
2002-11-01,Colorado,-3.5
2002-11-01,South_Platte,-2.2
2002-11-01,Yampa_White_N_Platte,-3.2
2002-11-01,Arkansas,-2.5
2002-11-01,Rio_Grande,-2.9
2002-11-01,San_Juan,-1.2
2002-12-01,Gunnison,0.8
2002-12-01,Colorado,1
2002-12-01,South_Platte,-2.4
2002-12-01,Yampa_White_N_Platte,0.9
2002-12-01,Arkansas,1.1
2002-12-01,Rio_Grande,-0.5
2002-12-01,San_Juan,0.5
2003-01-01,Gunnison,0
2003-01-01,Colorado,-0.1
2003-01-01,South_Platte,-2.7
2003-01-01,Yampa_White_N_Platte,-0.8
2003-01-01,Arkansas,-0.7
2003-01-01,Rio_Grande,-0.8
2003-01-01,San_Juan,-0.7
2003-02-01,Gunnison,-1.9
2003-02-01,Colorado,-1.8
2003-02-01,South_Platte,-3
2003-02-01,Yampa_White_N_Platte,-2.1
2003-02-01,Arkansas,-2
2003-02-01,Rio_Grande,-2
2003-02-01,San_Juan,-2.3
2003-03-01,Gunnison,-1.4
2003-03-01,Colorado,-1
2003-03-01,South_Platte,-2.6
2003-03-01,Yampa_White_N_Platte,-1.8
2003-03-01,Arkansas,-2.3
2003-03-01,Rio_Grande,-1
2003-03-01,San_Juan,-1.4
2003-04-01,Gunnison,-0.5
2003-04-01,Colorado,0.7
2003-04-01,South_Platte,-1.4
2003-04-01,Yampa_White_N_Platte,-1.5
2003-04-01,Arkansas,-0.4
2003-04-01,Rio_Grande,-1.1
2003-04-01,San_Juan,-1.8
2003-05-01,Gunnison,-1.7
2003-05-01,Colorado,0.4
2003-05-01,South_Platte,-0.6
2003-05-01,Yampa_White_N_Platte,-1.3
2003-05-01,Arkansas,-1.8
2003-05-01,Rio_Grande,-3.2
2003-05-01,San_Juan,-3
2003-06-01,Gunnison,-0.4
2003-06-01,Colorado,-1.5
2003-06-01,South_Platte,-0.9
2003-06-01,Yampa_White_N_Platte,0.8
2003-06-01,Arkansas,-2
2003-06-01,Rio_Grande,-2.3
2003-06-01,San_Juan,-1.3
2003-07-01,Gunnison,-2.4
2003-07-01,Colorado,-1.6
2003-07-01,South_Platte,0.4
2003-07-01,Yampa_White_N_Platte,0
2003-07-01,Arkansas,-0.9
2003-07-01,Rio_Grande,-3.4
2003-07-01,San_Juan,-2.6
2003-08-01,Gunnison,-2.7
2003-08-01,Colorado,-2.2
2003-08-01,South_Platte,-0.3
2003-08-01,Yampa_White_N_Platte,-2
2003-08-01,Arkansas,-1.8
2003-08-01,Rio_Grande,-3.5
2003-08-01,San_Juan,-3.6
2003-09-01,Gunnison,-3.1
2003-09-01,Colorado,-1.4
2003-09-01,South_Platte,0.4
2003-09-01,Yampa_White_N_Platte,-3
2003-09-01,Arkansas,-2.2
2003-09-01,Rio_Grande,-3.2
2003-09-01,San_Juan,-2.2
2003-10-01,Gunnison,-2.4
2003-10-01,Colorado,1
2003-10-01,South_Platte,1.2
2003-10-01,Yampa_White_N_Platte,-1.3
2003-10-01,Arkansas,-0.8
2003-10-01,Rio_Grande,0.8
2003-10-01,San_Juan,2.3
2003-11-01,Gunnison,-3.4
2003-11-01,Colorado,0.1
2003-11-01,South_Platte,-0.3
2003-11-01,Yampa_White_N_Platte,-3.2
2003-11-01,Arkansas,-1.8
2003-11-01,Rio_Grande,-2
2003-11-01,San_Juan,-1.7
2003-12-01,Gunnison,-1.2
2003-12-01,Colorado,-1.1
2003-12-01,South_Platte,-2.2
2003-12-01,Yampa_White_N_Platte,2.5
2003-12-01,Arkansas,-2
2003-12-01,Rio_Grande,0.8
2003-12-01,San_Juan,0.5
2004-01-01,Gunnison,-0.2
2004-01-01,Colorado,-1.1
2004-01-01,South_Platte,-0.8
2004-01-01,Yampa_White_N_Platte,0.9
2004-01-01,Arkansas,-1.8
2004-01-01,Rio_Grande,0.4
2004-01-01,San_Juan,0.6
2004-02-01,Gunnison,-0.8
2004-02-01,Colorado,-2.1
2004-02-01,South_Platte,-1.4
2004-02-01,Yampa_White_N_Platte,-1.3
2004-02-01,Arkansas,-1.9
2004-02-01,Rio_Grande,0.4
2004-02-01,San_Juan,0.2
2004-03-01,Gunnison,-0.3
2004-03-01,Colorado,-2.2
2004-03-01,South_Platte,-1.2
2004-03-01,Yampa_White_N_Platte,-1.7
2004-03-01,Arkansas,-2
2004-03-01,Rio_Grande,1
2004-03-01,San_Juan,1.1
2004-04-01,Gunnison,-1.6
2004-04-01,Colorado,-2.6
2004-04-01,South_Platte,-1.7
2004-04-01,Yampa_White_N_Platte,-3.3
2004-04-01,Arkansas,-3.3
2004-04-01,Rio_Grande,-0.9
2004-04-01,San_Juan,-0.5
2004-05-01,Gunnison,0.5
2004-05-01,Colorado,-2.1
2004-05-01,South_Platte,0.5
2004-05-01,Yampa_White_N_Platte,-3.1
2004-05-01,Arkansas,-2.1
2004-05-01,Rio_Grande,0.8
2004-05-01,San_Juan,0.8
2004-06-01,Gunnison,0
2004-06-01,Colorado,-1.8
2004-06-01,South_Platte,-0.2
2004-06-01,Yampa_White_N_Platte,-3.2
2004-06-01,Arkansas,-2.4
2004-06-01,Rio_Grande,0.8
2004-06-01,San_Juan,0.7
2004-07-01,Gunnison,-2.2
2004-07-01,Colorado,-3
2004-07-01,South_Platte,-0.6
2004-07-01,Yampa_White_N_Platte,-3.3
2004-07-01,Arkansas,-2.2
2004-07-01,Rio_Grande,-1.4
2004-07-01,San_Juan,-1.4
2004-08-01,Gunnison,-1.8
2004-08-01,Colorado,-2.9
2004-08-01,South_Platte,0.9
2004-08-01,Yampa_White_N_Platte,-2.3
2004-08-01,Arkansas,-1.7
2004-08-01,Rio_Grande,-2.1
2004-08-01,San_Juan,-1.8
2004-09-01,Gunnison,-3.3
2004-09-01,Colorado,-3
2004-09-01,South_Platte,1.1
2004-09-01,Yampa_White_N_Platte,-3.4
2004-09-01,Arkansas,-2.2
2004-09-01,Rio_Grande,-3
2004-09-01,San_Juan,-2.9
2004-10-01,Gunnison,-1.9
2004-10-01,Colorado,-0.7
2004-10-01,South_Platte,1.6
2004-10-01,Yampa_White_N_Platte,-1.1
2004-10-01,Arkansas,-1.6
2004-10-01,Rio_Grande,1.3
2004-10-01,San_Juan,1.9
2004-11-01,Gunnison,-1
2004-11-01,Colorado,0.7
2004-11-01,South_Platte,1.5
2004-11-01,Yampa_White_N_Platte,0.7
2004-11-01,Arkansas,-0.8
2004-11-01,Rio_Grande,0.1
2004-11-01,San_Juan,1.5
2004-12-01,Gunnison,2.4
2004-12-01,Colorado,0.5
2004-12-01,South_Platte,-0.3
2004-12-01,Yampa_White_N_Platte,-0.2
2004-12-01,Arkansas,0.4
2004-12-01,Rio_Grande,1.3
2004-12-01,San_Juan,1.8
2005-01-01,Gunnison,1.7
2005-01-01,Colorado,0.2
2005-01-01,South_Platte,0.6
2005-01-01,Yampa_White_N_Platte,-1.2
2005-01-01,Arkansas,-0.3
2005-01-01,Rio_Grande,1.3
2005-01-01,San_Juan,0.8
2005-02-01,Gunnison,1.7
2005-02-01,Colorado,-1.2
2005-02-01,South_Platte,0.6
2005-02-01,Yampa_White_N_Platte,-1.1
2005-02-01,Arkansas,-0.3
2005-02-01,Rio_Grande,2.2
2005-02-01,San_Juan,1.9
2005-03-01,Gunnison,2.6
2005-03-01,Colorado,-0.9
2005-03-01,South_Platte,-0.4
2005-03-01,Yampa_White_N_Platte,-2.2
2005-03-01,Arkansas,-0.3
2005-03-01,Rio_Grande,3.1
2005-03-01,San_Juan,2.9
2005-04-01,Gunnison,2.6
2005-04-01,Colorado,-0.4
2005-04-01,South_Platte,-0.3
2005-04-01,Yampa_White_N_Platte,-2.2
2005-04-01,Arkansas,-1.3
2005-04-01,Rio_Grande,3.2
2005-04-01,San_Juan,2.3
2005-05-01,Gunnison,2.7
2005-05-01,Colorado,-0.1
2005-05-01,South_Platte,-0.2
2005-05-01,Yampa_White_N_Platte,-2.3
2005-05-01,Arkansas,-1.4
2005-05-01,Rio_Grande,2.7
2005-05-01,San_Juan,1.5
2005-06-01,Gunnison,0.8
2005-06-01,Colorado,-0.4
2005-06-01,South_Platte,1.9
2005-06-01,Yampa_White_N_Platte,-0.2
2005-06-01,Arkansas,-1.6
2005-06-01,Rio_Grande,3.1
2005-06-01,San_Juan,3.2
2005-07-01,Gunnison,0.1
2005-07-01,Colorado,-0.1
2005-07-01,South_Platte,1.8
2005-07-01,Yampa_White_N_Platte,0.9
2005-07-01,Arkansas,-1.3
2005-07-01,Rio_Grande,1.8
2005-07-01,San_Juan,1.6
2005-08-01,Gunnison,-0.1
2005-08-01,Colorado,0.5
2005-08-01,South_Platte,0.9
2005-08-01,Yampa_White_N_Platte,0
2005-08-01,Arkansas,-1.5
2005-08-01,Rio_Grande,0.9
2005-08-01,San_Juan,1.7
2005-09-01,Gunnison,-1.1
2005-09-01,Colorado,0.1
2005-09-01,South_Platte,2.5
2005-09-01,Yampa_White_N_Platte,-0.4
2005-09-01,Arkansas,-1
2005-09-01,Rio_Grande,-0.7
2005-09-01,San_Juan,0.8
2005-10-01,Gunnison,-1.3
2005-10-01,Colorado,1.6
2005-10-01,South_Platte,1.8
2005-10-01,Yampa_White_N_Platte,-1.8
2005-10-01,Arkansas,-1.5
2005-10-01,Rio_Grande,-0.1
2005-10-01,San_Juan,0
2005-11-01,Gunnison,0.1
2005-11-01,Colorado,1.6
2005-11-01,South_Platte,2.9
2005-11-01,Yampa_White_N_Platte,0.5
2005-11-01,Arkansas,0.6
2005-11-01,Rio_Grande,3.3
2005-11-01,San_Juan,3.6
2005-12-01,Gunnison,-1.8
2005-12-01,Colorado,2.7
2005-12-01,South_Platte,1
2005-12-01,Yampa_White_N_Platte,0.1
2005-12-01,Arkansas,2.3
2005-12-01,Rio_Grande,-2.9
2005-12-01,San_Juan,-1.7
2006-01-01,Gunnison,2
2006-01-01,Colorado,3.6
2006-01-01,South_Platte,1.9
2006-01-01,Yampa_White_N_Platte,3.5
2006-01-01,Arkansas,3.3
2006-01-01,Rio_Grande,-2.7
2006-01-01,San_Juan,-1.7
2006-02-01,Gunnison,1.2
2006-02-01,Colorado,2.5
2006-02-01,South_Platte,1.7
2006-02-01,Yampa_White_N_Platte,2.5
2006-02-01,Arkansas,2.9
2006-02-01,Rio_Grande,-2.5
2006-02-01,San_Juan,-1.9
2006-03-01,Gunnison,0.1
2006-03-01,Colorado,2.1
2006-03-01,South_Platte,1.3
2006-03-01,Yampa_White_N_Platte,0.9
2006-03-01,Arkansas,1.6
2006-03-01,Rio_Grande,-2.8
2006-03-01,San_Juan,-2.3
2006-04-01,Gunnison,0.7
2006-04-01,Colorado,1.6
2006-04-01,South_Platte,0.5
2006-04-01,Yampa_White_N_Platte,0.8
2006-04-01,Arkansas,0.5
2006-04-01,Rio_Grande,-1.5
2006-04-01,San_Juan,-1.3
2006-05-01,Gunnison,-0.3
2006-05-01,Colorado,0.6
2006-05-01,South_Platte,-0.1
2006-05-01,Yampa_White_N_Platte,0.7
2006-05-01,Arkansas,-0.9
2006-05-01,Rio_Grande,-1.7
2006-05-01,San_Juan,-1.7
2006-06-01,Gunnison,1.8
2006-06-01,Colorado,1.7
2006-06-01,South_Platte,0.8
2006-06-01,Yampa_White_N_Platte,3.1
2006-06-01,Arkansas,0.1
2006-06-01,Rio_Grande,-0.4
2006-06-01,San_Juan,-0.1
2006-07-01,Gunnison,0
2006-07-01,Colorado,-1.4
2006-07-01,South_Platte,-0.5
2006-07-01,Yampa_White_N_Platte,-1.3
2006-07-01,Arkansas,-1.6
2006-07-01,Rio_Grande,-0.8
2006-07-01,San_Juan,-2.7
2006-08-01,Gunnison,0.6
2006-08-01,Colorado,-1.1
2006-08-01,South_Platte,1.4
2006-08-01,Yampa_White_N_Platte,-0.6
2006-08-01,Arkansas,-1.5
2006-08-01,Rio_Grande,-1.8
2006-08-01,San_Juan,-1.9
2006-09-01,Gunnison,-0.9
2006-09-01,Colorado,0
2006-09-01,South_Platte,0.8
2006-09-01,Yampa_White_N_Platte,-0.7
2006-09-01,Arkansas,-0.3
2006-09-01,Rio_Grande,0.7
2006-09-01,San_Juan,1
2006-10-01,Gunnison,-0.8
2006-10-01,Colorado,1.3
2006-10-01,South_Platte,1.3
2006-10-01,Yampa_White_N_Platte,0.3
2006-10-01,Arkansas,0.4
2006-10-01,Rio_Grande,2.1
2006-10-01,San_Juan,1.6
2006-11-01,Gunnison,2.2
2006-11-01,Colorado,1.4
2006-11-01,South_Platte,1.5
2006-11-01,Yampa_White_N_Platte,3.4
2006-11-01,Arkansas,2.2
2006-11-01,Rio_Grande,3.8
2006-11-01,San_Juan,3.9
2006-12-01,Gunnison,1.6
2006-12-01,Colorado,2.6
2006-12-01,South_Platte,0
2006-12-01,Yampa_White_N_Platte,2.9
2006-12-01,Arkansas,2.4
2006-12-01,Rio_Grande,0.3
2006-12-01,San_Juan,0.7
2007-01-01,Gunnison,0.5
2007-01-01,Colorado,2.3
2007-01-01,South_Platte,1.1
2007-01-01,Yampa_White_N_Platte,0.4
2007-01-01,Arkansas,1.4
2007-01-01,Rio_Grande,0.3
2007-01-01,San_Juan,0.2
2007-02-01,Gunnison,-1.1
2007-02-01,Colorado,0.6
2007-02-01,South_Platte,0.9
2007-02-01,Yampa_White_N_Platte,-1.9
2007-02-01,Arkansas,0
2007-02-01,Rio_Grande,0.8
2007-02-01,San_Juan,-0.3
2007-03-01,Gunnison,-0.9
2007-03-01,Colorado,0.4
2007-03-01,South_Platte,0.9
